"","x"
"1020",6.5364347108683e-05
"1021",1.8583722162422e-05
"1022",1.9477977693034e-05
"1023",2.6564759716418e-05
"1024",6.7149298476729e-05
"1025",0.000255810688357996
"1026",0.000502408806663249
"1027",0.00030793692421364
"1028",0.000119099552334138
"1029",4.3117811453663e-05
"1030",3.4484551018919e-05
"1031",1.720958570737e-05
"1032",9.899583430312e-06
"1033",7.37070426088e-07
"1034",3.679499564461e-06
"1035",1.2860962787107e-05
"1036",0.000197054069350007
"1037",4.6119730414127e-05
"1038",2.8603177230169e-05
"1039",3.3110433488309e-05
"1040",3.3137434081114e-05
"1041",5.5587906023765e-05
"1042",2.9691556727854e-05
"1043",2.8371366719434e-05
"1044",4.6142981795422e-05
"1045",4.0395185884585e-05
"1046",0.000141234781972449
"1047",7.1217782339756e-05
"1048",5.4921381378568e-05
"1049",8.0364923300457e-05
"1050",4.6170417714792e-05
"1051",7.6986238231267e-05
"1052",7.3680448424633e-05
"1053",8.0289939023821e-05
"1054",8.9311887012696e-05
"1055",5.6528491244884e-05
"1056",4.7681697065279e-05
"1057",0.000109997801465992
"1058",4.1248051057577e-05
"1059",0.000253846924229047
"1060",0.000103331589047583
"1061",7.3583096510182e-05
"1062",9.2904650830298e-05
"1063",6.0966159375421e-05
"1064",6.1338977606297e-05
"1065",7.8284016042378e-05
"1066",5.7725217182152e-05
"1067",3.5216680508388e-05
"1068",2.7575744675207e-05
"1069",2.9124548519464e-05
"1070",3.2122576702157e-05
"1071",5.3467412056112e-05
"1072",3.4260882227288e-05
"1073",4.8371669147183e-05
"1074",8.7979675254061e-05
"1075",5.4153353518485e-05
"1076",7.5436944248034e-05
"1077",9.8014634322114e-05
"1078",5.5772995153364e-05
"1079",4.5988543685277e-05
"1080",6.6955940982022e-05
"1081",0.000107094942881575
"1082",0.000434493871580471
"1083",8.7577085566744e-05
"1084",0.000108682670094222
"1085",0.000160379852686099
"1086",7.7568600471438e-05
"1087",0.000154096392998544
"1088",7.9616224250113e-05
"1089",4.8934418233963e-05
"1090",0.000116935079687408
"1091",0.000131601206683274
"1092",4.7849988828467e-05
"1093",8.5858859366811e-05
"1094",7.8623869260906e-05
"1095",5.4710906917104e-05
"1096",0.000125630547862487
"1097",3.9828183261351e-05
"1098",5.2193847247417e-05
"1099",6.5883153181682e-05
"1100",5.8635461601258e-05
"1101",2.7694485757525e-05
"1102",7.9103780009837e-05
"1103",2.8352831348277e-05
"1104",4.1114918247432e-05
"1105",4.7721979548669e-05
"1106",3.9021999147031e-05
"1107",5.0813913954977e-05
"1108",6.8794408887254e-05
"1109",7.7711298666016e-05
"1110",7.8870650676497e-05
"1111",0.00012599805166769
"1112",6.7876562141348e-05
"1113",4.6089186180285e-05
"1114",4.5528397571083e-05
"1115",0.000108838826829304
"1116",7.3435137154606e-05
"1117",0.000127385430230072
"1118",0.000137384701430029
"1119",8.5196157061909e-05
"1120",9.6761911523597e-05
"1121",4.591760242642e-05
"1122",7.2438746860866e-05
"1123",5.1158739292682e-05
"1124",4.592017400308e-05
"1125",6.0223861291797e-05
"1126",7.4886723926738e-05
"1127",0.000115529682751775
"1128",5.1756081683212e-05
"1129",4.5208380771902e-05
"1130",7.8000054066719e-05
"1131",6.4413771252639e-05
"1132",5.4861924211484e-05
"1133",6.6334734179424e-05
"1134",5.9076800861186e-05
"1135",6.6009347996781e-05
"1136",7.2896323365122e-05
"1137",4.0100063500626e-05
"1138",1.8618839524751e-05
"1139",5.4499849841185e-05
"1140",4.3033517700778e-05
"1141",3.6266372473296e-05
"1142",3.5710508169802e-05
"1143",3.4248260618818e-05
"1144",5.5913901635045e-05
"1145",3.6134510674932e-05
"1146",5.9278348050155e-05
"1147",0.000104577275995925
"1148",0.00112376241497443
"1149",9.8410922552657e-05
"1150",7.0239647183695e-05
"1151",0.000116989991555418
"1152",2.9733080123306e-05
"1153",3.689170635445e-05
"1154",3.1809918883873e-05
"1155",0.000108429440389796
"1156",3.6680867559233e-05
"1157",3.9929023396037e-05
"1158",4.1997567825946e-05
"1159",4.5575336123978e-05
"1160",2.9853568490769e-05
"1161",3.9028404039023e-05
"1162",2.5306841506057e-05
"1163",0.000184293978488106
"1164",4.9103558296937e-05
"1165",3.5012654651443e-05
"1166",3.149039201887e-05
"1167",9.127628201664e-06
"1168",0.000121026617925172
"1169",3.821824272114e-05
"1170",3.6544773479124e-05
"1171",2.2857353398785e-05
"1172",2.0098081464707e-05
"1173",2.983267528715e-05
"1174",2.664018548109e-05
"1175",1.7800105031127e-05
"1176",2.1421777359669e-05
"1177",1.288572621401e-05
"1178",4.6875229223964e-05
"1179",2.9641404694489e-05
"1180",5.3469626247656e-05
"1181",4.8185907790826e-05
"1182",4.3065315278262e-05
"1183",8.5370742892254e-05
"1184",4.2020717865441e-05
"1185",4.1143875428834e-05
"1186",7.1008400839284e-05
"1187",7.1470316144152e-05
"1188",1.6081411321628e-05
"1189",2.7077041048133e-05
"1190",2.8696312283431e-05
"1191",1.2339805469903e-05
"1192",2.2126040718397e-05
"1193",6.1196997236294e-05
"1194",4.7713702886991e-05
"1195",2.3721391877504e-05
"1196",6.8455201445805e-05
"1197",4.50986577322e-05
"1198",8.873259881411e-05
"1199",6.1446952688293e-05
"1200",0.000523414784198357
"1201",0.000385194123368227
"1202",9.1289847874884e-05
"1203",0.00055440323223579
"1204",0.00010732469963097
"1205",6.0945791310697e-05
"1206",6.7644537686668e-05
"1207",4.9020006903445e-05
"1208",2.0455213016947e-05
"1209",3.2592077213038e-05
"1210",4.0600784345642e-05
"1211",7.2463560574096e-05
"1212",7.3510647721507e-05
"1213",0.000130658352400019
"1214",6.9034832052817e-05
"1215",8.8680888737871e-05
"1216",7.2450936338445e-05
"1217",3.8365610112173e-05
"1218",3.7544258403333e-05
"1219",6.82261346118e-05
"1220",3.4730079529593e-05
"1221",0.000168390080205631
"1222",7.9902850765842e-05
"1223",6.3629021748277e-05
"1224",8.9874318638866e-05
"1225",5.2942224070059e-05
"1226",0.000149484124641403
"1227",6.6199073064916e-05
"1228",5.2994844232035e-05
"1229",3.2537158332985e-05
"1230",3.1985775487061e-05
"1231",5.0239885021785e-05
"1232",8.6571396571568e-05
"1233",5.6188903044122e-05
"1234",3.8697875732648e-05
"1235",6.9465486142576e-05
"1236",6.8344213353573e-05
"1237",3.9699691098414e-05
"1238",8.5258179809036e-05
"1239",3.9930429241279e-05
"1240",4.1369276079187e-05
"1241",6.7432781179081e-05
"1242",4.2917640111398e-05
"1243",3.5101188232657e-05
"1244",2.8504575633778e-05
"1245",3.7377305249547e-05
"1246",7.1967879078356e-05
"1247",5.3949134910538e-05
"1248",5.9294923197345e-05
"1249",2.5530783052832e-05
"1250",0.000140586052901453
"1251",5.4211923530098e-05
"1252",2.453239513857e-05
"1253",0.000879437703380045
"1254",0.000101791444457941
"1255",4.8572967429866e-05
"1256",3.8654690892732e-05
"1257",0.000171837732553809
"1258",5.3712785130616e-05
"1259",2.6089780919119e-05
"1260",5.1042436032457e-05
"1261",5.3490075658974e-05
"1262",4.2078287564128e-05
"1263",7.9713399833119e-05
"1264",3.4564058088438e-05
"1265",2.3839843028794e-05
"1266",3.5628924647429e-05
"1267",2.5571887033906e-05
"1268",2.4775930981141e-05
"1269",0.000109692845428202
"1270",3.6260099201131e-05
"1271",5.6279408916255e-05
"1272",3.3586262427457e-05
"1273",4.8959308088404e-05
"1274",3.1373087408096e-05
"1275",3.4831042697745e-05
"1276",6.3917227651633e-05
"1277",7.2997667919654e-05
"1278",2.8015963431231e-05
"1279",2.7079624442014e-05
"1280",4.5305557787153e-05
"1281",4.073711076088e-05
"1282",0.000103580676873766
"1283",0.000124255244571966
"1284",6.4689112352925e-05
"1285",0.000118672222505563
"1286",7.3193354297229e-05
"1287",3.2076246585374e-05
"1288",2.4230917263038e-05
"1289",0.000110401274847641
"1290",2.9763785447727e-05
"1291",8.43646432379e-06
"1292",4.274016e-10
"1293",1.7674300325705e-05
"1294",1.060110604538e-05
"1295",1.6153517352827e-05
"1296",6.4777360157893e-05
"1297",4.5137507525909e-05
"1298",7.082986241987e-05
"1299",9.617534295991e-05
"1300",4.8692049185357e-05
"1301",6.9737465004014e-05
"1302",7.0022256516171e-05
"1303",4.8188815062239e-05
"1304",5.9730902905981e-05
"1305",3.662727394677e-05
"1306",3.7236743474375e-05
"1307",3.5686111176971e-05
"1308",6.1406124305155e-05
"1309",6.8043045080729e-05
"1310",3.3464186203977e-05
"1311",2.5104842372549e-05
"1312",2.3084056758311e-05
"1313",5.0153497893058e-05
"1314",4.4467857363066e-05
"1315",2.9424067835469e-05
"1316",3.3444667081517e-05
"1317",2.619844874319e-05
"1318",7.1191732730607e-05
"1319",7.2024627860903e-05
"1320",8.7303108992824e-05
"1321",3.6324741352394e-05
"1322",4.8704908475372e-05
"1323",5.110753174555e-05
"1324",5.4785450531318e-05
"1325",2.3377783086289e-05
"1326",2.7227128419046e-05
"1327",4.2632210276728e-05
"1328",5.3003451521557e-05
"1329",4.8331952651177e-05
"1330",1.8413632468774e-05
"1331",3.3282921934979e-05
"1332",2.6206802696808e-05
"1333",2.1547362160978e-05
"1334",2.1692764813687e-05
"1335",5.7949267246287e-05
"1336",5.6165971767633e-05
"1337",4.0403855479374e-05
"1338",2.2497876450057e-05
"1339",3.2612937135629e-05
"1340",4.3302607206278e-05
"1341",4.1334131356285e-05
"1342",1.9468219506115e-05
"1343",1.9768160543119e-05
"1344",7.1377130943688e-05
"1345",2.9158446584829e-05
"1346",3.6456290944614e-05
"1347",3.6460780379616e-05
"1348",0.000111848322344213
"1349",8.992796852209e-05
"1350",3.6308385798144e-05
"1351",2.5272248035181e-05
"1352",4.0294744016452e-05
"1353",2.0887706100716e-05
"1354",2.7829294650448e-05
"1355",4.358875641562e-06
"1356",1.1442551713398e-05
"1357",4.2405545806251e-05
"1358",4.4243549015527e-05
"1359",3.7447105793236e-05
"1360",4.9609430846525e-05
"1361",2.7575531381704e-05
"1362",3.0214835580274e-05
"1363",6.613822892226e-05
"1364",4.3641917289397e-05
"1365",3.7730980974685e-05
"1366",4.92361594186e-05
"1367",3.5233129159155e-05
"1368",3.0529076571345e-05
"1369",3.6988104262371e-05
"1370",1.5545976863305e-05
"1371",2.8110053126118e-05
"1372",3.3146762641086e-05
"1373",6.1589188819517e-05
"1374",2.4906738816529e-05
"1375",3.4813494071593e-05
"1376",2.891634172404e-05
"1377",2.1771626983605e-05
"1378",3.2150674316243e-05
"1379",6.6095821916228e-05
"1380",3.1690033028804e-05
"1381",1.767458332167e-05
"1382",7.3830201989214e-05
"1383",0.000241094223168535
"1384",0.000149679563536413
"1385",0.000168338496153634
"1386",5.292447563237e-05
"1387",3.6635866316343e-05
"1388",3.4331539707289e-05
"1389",4.5452795735905e-05
"1390",2.4513475003294e-05
"1391",4.0418805011648e-05
"1392",3.1786450933892e-05
"1393",6.1830365364428e-05
"1394",5.4125615359244e-05
"1395",3.6417271077018e-05
"1396",3.3496875241588e-05
"1397",0.000155929851923797
"1398",4.3538290504198e-05
"1399",3.2845604963949e-05
"1400",2.7613581004005e-05
"1401",1.6437183093321e-05
"1402",2.3283802204462e-05
"1403",3.190556709614e-05
"1404",1.593294257105e-05
"1405",7.9470256090614e-05
"1406",2.6327365222953e-05
"1407",1.8867852642934e-05
"1408",2.2004333776038e-05
"1409",1.6418738629895e-05
"1410",2.222454724726e-05
"1411",3.1429957920026e-05
"1412",2.7700990033083e-05
"1413",3.5863302767834e-05
"1414",4.3628784598478e-05
"1415",1.378247612048e-05
"1416",5.6933418098501e-05
"1417",2.3594089579221e-05
"1418",3.0915372021223e-05
"1419",0.000398376146226081
"1420",0.000227349203732945
"1421",0.000119490205080118
"1422",4.3362036586622e-05
"1423",3.6322229881737e-05
"1424",6.5087878898998e-05
"1425",2.6813442511382e-05
"1426",3.2264679242402e-05
"1427",5.0053313971511e-05
"1428",5.8551769781801e-05
"1429",4.2161736406929e-05
"1430",6.7824129228193e-05
"1431",3.0757242923179e-05
"1432",2.6865035419648e-05
"1433",2.4157410857081e-05
"1434",2.7696750989986e-05
"1435",0.000452760251016284
"1436",0.000471318710320524
"1437",0.000173522412174357
"1438",0.000293023250769721
"1439",0.000117357566281951
"1440",7.2914146311236e-05
"1441",5.5982004424222e-05
"1442",5.8404924107188e-05
"1443",4.5114097376623e-05
"1444",3.5647980541629e-05
"1445",4.5769316570075e-05
"1446",3.0721099420396e-05
"1447",2.9052894556305e-05
"1448",3.433336659858e-05
"1449",2.9469525636115e-05
"1450",3.813431009517e-05
"1451",2.2312669435322e-05
"1452",2.99326550721e-05
"1453",2.287537725392e-05
"1454",1.9767942997448e-05
"1455",2.0656546160681e-05
"1456",2.069870508844e-05
"1457",5.1085415768419e-05
"1458",4.0845082990454e-05
"1459",1.9769732047771e-05
"1460",2.3707172136476e-05
"1461",3.7985627781194e-05
"1462",2.4872963142879e-05
"1463",3.35481572779e-05
"1464",1.6466824537776e-05
"1465",7.3930278557513e-05
"1466",1.0556339018451e-05
"1467",1.5591516063996e-05
"1468",1.1235408976106e-05
"1469",1.4286508776608e-05
"1470",3.954648253638e-05
"1471",6.844757613322e-06
"1472",1.1408724568196e-05
"1473",1.8014340678902e-05
"1474",3.5026679558101e-05
"1475",2.6105458424647e-05
"1476",8.123383168242e-05
"1477",2.6867030320759e-05
"1478",2.2997033904888e-05
"1479",1.8379262457321e-05
"1480",1.3500900578558e-05
"1481",1.2216616928044e-05
"1482",8.841273603849e-06
"1483",3.2314328143258e-05
"1484",1.9571902907428e-05
"1485",1.2628804691189e-05
"1486",0.000139723859967744
"1487",1.7360722268081e-05
"1488",1.6224066673022e-05
"1489",4.6265035865776e-05
"1490",2.0153006373722e-05
"1491",2.2966438637684e-05
"1492",3.0670108428614e-05
"1493",3.2307606488412e-05
"1494",8.5660837165345e-05
"1495",4.1570348116233e-05
"1496",3.1345203177187e-05
"1497",2.7188478163542e-05
"1498",5.0293959479284e-05
"1499",4.0466973158605e-05
"1500",5.4426412385346e-05
"1501",4.2432926277529e-05
"1502",3.7711585159327e-05
"1503",3.0255646780039e-05
"1504",4.8627928129346e-05
"1505",2.1947674429734e-05
"1506",1.3217796917334e-05
"1507",2.0367852984155e-05
"1508",1.3814584395281e-05
"1509",2.9476065363238e-05
"1510",3.690382948121e-05
"1511",2.2171774041692e-05
"1512",3.4276002887078e-05
"1513",2.562776728104e-05
"1514",2.4708641308095e-05
"1515",7.1110838606336e-05
"1516",3.4761001861145e-05
"1517",0.000646989941514306
"1518",0.000177521033515473
"1519",0.00011281084125853
"1520",8.3258095495654e-05
"1521",9.0915283767106e-05
"1522",5.302572480758e-05
"1523",5.8446332395186e-05
"1524",6.9783645929197e-05
"1525",0.000111199371181683
"1526",7.0036193766716e-05
"1527",4.5974725732082e-05
"1528",8.7498597982797e-05
"1529",0.000232971295601672
"1530",4.2776160343841e-05
"1531",8.1760774691853e-05
"1532",3.4954647912405e-05
"1533",3.2250206239858e-05
"1534",7.6711430215243e-05
"1535",0.000210699805730883
"1536",0.000153400591271554
"1537",0.00012099715192164
"1538",0.000105620118365473
"1539",0.000521146250092764
"1540",0.000155701599746467
"1541",0.000185461289950455
"1542",0.000138483997874574
"1543",0.000257733502882005
"1544",0.000126993602664818
"1545",4.9530808307029e-05
"1546",6.2039730526619e-05
"1547",0.000101540751270489
"1548",3.1186148506697e-05
"1549",2.4871257799958e-05
"1550",1.3785651086519e-05
"1551",3.566380842796e-06
"1552",8.375999624537e-06
"1553",2.3672158530012e-05
"1554",2.6834966095544e-05
"1555",0.000140528589094323
"1556",3.1913095101701e-05
"1557",0.00017412584850592
"1558",4.6125093254545e-05
"1559",0.000139952416469573
"1560",0.000272371940978298
"1561",0.000678169967072563
"1562",0.000618480343563921
"1563",0.000226492991006042
"1564",0.000203011858804959
"1565",0.000216917438401463
"1566",0.000109651234546551
"1567",6.5281953929072e-05
"1568",9.5675318458585e-05
"1569",5.9926257724918e-05
"1570",0.000552576329642568
"1571",0.000142165782651699
"1572",0.000172497087343947
"1573",0.000104398358795037
"1574",0.000173257444300819
"1575",5.8828340394195e-05
"1576",5.076280304984e-05
"1577",9.3355599072146e-05
"1578",0.000103331480514802
"1579",7.9119192499921e-05
"1580",9.998167811542e-05
"1581",7.2783387703545e-05
"1582",6.9000399745804e-05
"1583",8.3615181546123e-05
"1584",4.1812062537855e-05
"1585",8.6447126983574e-05
"1586",8.8691095475203e-05
"1587",6.7552877884838e-05
"1588",6.3471833448494e-05
"1589",3.122600690689e-06
"1590",8.0620863e-09
"1591",8.0756539e-09
"1592",8.0901504e-09
"1593",8.1066834e-09
"1594",3.9975096639186e-05
"1595",5.2048073673802e-05
"1596",7.271332004096e-05
"1597",8.7501332574338e-05
"1598",0.000131055125759169
"1599",6.4820560762041e-05
"1600",5.5472613260973e-05
"1601",8.7375270209737e-05
"1602",8.9123072720866e-05
"1603",0.000102033832958556
"1604",3.1229922231905e-05
"1605",2.4639614832614e-05
"1606",5.8555522256611e-05
"1607",0.000130045669381405
"1608",5.5637328377604e-05
"1609",4.0025686743562e-05
"1610",7.9342017475926e-05
"1611",5.9472608060438e-05
"1612",3.8449228534438e-05
"1613",2.8211543317386e-05
"1614",4.4566780476767e-05
"1615",6.3034586621109e-05
"1616",4.7014524014119e-05
"1617",3.6231187318561e-05
"1618",4.944405907312e-05
"1619",2.7328802201456e-05
"1620",4.4763889250494e-05
"1621",5.2611110331223e-05
"1622",7.0448162619637e-05
"1623",8.113140488006e-05
"1624",2.4279549185189e-05
"1625",3.1083361034247e-05
"1626",3.4493330836991e-05
"1627",4.1265905527295e-05
"1628",5.4302218582672e-05
"1629",0.000198842919028863
"1630",5.5445355142072e-05
"1631",2.8573486492507e-05
"1632",4.903209155215e-05
"1633",2.4306896358617e-05
"1634",8.7645026687081e-05
"1635",3.644720959883e-05
"1636",8.6621483880752e-05
"1637",2.737769815964e-05
"1638",2.6538192180551e-05
"1639",8.874297714414e-06
"1640",3.7288504701726e-05
"1641",2.1888169848783e-05
"1642",3.7904627020596e-05
"1643",4.5749408482027e-05
"1644",5.2880963187631e-05
"1645",8.4170242446627e-05
"1646",3.2041836143115e-05
"1647",3.8520948732621e-05
"1648",5.122183840253e-05
"1649",2.3465453180959e-05
"1650",2.6568529982743e-05
"1651",5.7152724000129e-05
"1652",0.000122460255436047
"1653",4.5409013029419e-05
"1654",3.8736435169406e-05
"1655",3.1911074688529e-05
"1656",3.4457711255082e-05
"1657",2.4551199402227e-05
"1658",2.3344282616496e-05
"1659",8.194549936901e-06
"1660",2.91480072584e-05
"1661",3.0726916001079e-05
"1662",2.1482948348771e-05
"1663",2.405602719717e-05
"1664",3.0878139642053e-05
"1665",2.4213490438307e-05
"1666",6.1863036934649e-05
"1667",2.6625702753783e-05
"1668",2.3689604859877e-05
"1669",2.5793617702174e-05
"1670",2.0652882165929e-05
"1671",5.2188843477418e-05
"1672",4.6462705167272e-05
"1673",2.6382417621229e-05
"1674",3.9642011930855e-05
"1675",3.2870692172397e-05
"1676",2.1737277221555e-05
"1677",1.4256812536978e-05
"1678",2.0511010978753e-05
"1679",3.0217528901478e-05
"1680",3.8600416072585e-05
"1681",4.238160560203e-05
"1682",2.4886334600191e-05
"1683",2.4263188753274e-05
"1684",3.476125182254e-05
"1685",2.9077764531022e-05
"1686",5.0667086119859e-05
"1687",5.3821769834774e-05
"1688",2.925139242926e-05
"1689",2.0487633705201e-05
"1690",2.825552335141e-05
"1691",3.8936015224063e-05
"1692",2.1206226558983e-05
"1693",4.3550259888297e-05
"1694",2.8367333083815e-05
"1695",2.6484661338697e-05
"1696",2.7455952965737e-05
"1697",2.2301413274078e-05
"1698",1.8596722225235e-05
"1699",3.855893098142e-05
"1700",2.2379395918554e-05
"1701",2.9160715296709e-05
"1702",2.6455007078604e-05
"1703",1.4011005031763e-05
"1704",2.73482874673e-05
"1705",2.799223684262e-05
"1706",2.3853495377097e-05
"1707",2.1059948139622e-05
"1708",1.712394233913e-05
"1709",8.72106208108e-06
"1710",7.746879824576e-06
"1711",1.9555144060138e-05
"1712",1.4245092103167e-05
"1713",1.8177850025465e-05
"1714",1.8626065632036e-05
"1715",1.6605880126202e-05
"1716",1.3631763013818e-05
"1717",1.3435801632675e-05
"1718",1.2976435908001e-05
"1719",2.1492118229396e-05
"1720",6.725750949482e-06
"1721",1.3803727471998e-05
"1722",8.193709032314e-06
"1723",2.6818889712596e-05
"1724",2.2000620502185e-05
"1725",2.0918911563404e-05
"1726",2.7185099286746e-05
"1727",2.1962078376678e-05
"1728",3.4844923563654e-05
"1729",1.7182898673563e-05
"1730",2.5970612359405e-05
"1731",1.5429664931679e-05
"1732",2.5574049299856e-05
"1733",1.6940858175865e-05
"1734",3.7244976436037e-05
"1735",6.8493118281129e-05
"1736",4.0618076497395e-05
"1737",6.046612960819e-05
"1738",2.9430417733413e-05
"1739",5.4081771168624e-05
"1740",3.8773489334375e-05
"1741",6.0490359905743e-05
"1742",3.2482546291271e-05
"1743",2.4894719337205e-05
"1744",5.4507272045493e-05
"1745",4.308093116436e-05
"1746",7.3691981323165e-05
"1747",3.7099040264117e-05
"1748",3.1880693648658e-05
"1749",3.5907961483153e-05
"1750",3.3208263253508e-05
"1751",1.7997751264069e-05
"1752",2.1260961236534e-05
"1753",4.6173095628015e-05
"1754",0.000872899055838535
"1755",8.7473993727681e-05
"1756",6.2200559134096e-05
"1757",7.2187375031289e-05
"1758",5.4007933769078e-05
"1759",3.4479583064413e-05
"1760",3.69644803085e-05
"1761",3.1724322388894e-05
"1762",3.9094224212563e-05
"1763",3.3366101126402e-05
"1764",5.2936489075236e-05
"1765",6.9983356521882e-05
"1766",0.000164361738589379
"1767",0.00015614627804047
"1768",0.000114717342820223
"1769",5.1206280171254e-05
"1770",4.2620797975605e-05
"1771",5.5226753566905e-05
"1772",4.8049237572365e-05
"1773",9.5646061188836e-05
"1774",0.000118140789559371
"1775",4.6165313389379e-05
"1776",7.0474990821404e-05
"1777",6.2834483903367e-05
"1778",5.8958950130373e-05
"1779",3.7711784026766e-05
"1780",7.7637229926146e-05
"1781",3.0793219590161e-05
"1782",4.5947142207428e-05
"1783",5.694281014848e-05
"1784",5.4663260766076e-05
"1785",7.9015097126711e-05
"1786",5.8538453059325e-05
"1787",8.0728482022171e-05
"1788",3.8886197494265e-05
"1789",6.8789022058598e-05
"1790",6.9642142197565e-05
"1791",4.1210839828157e-05
"1792",0.000146222421749862
"1793",4.5989154641686e-05
"1794",7.1969687771884e-05
"1795",8.4616579831036e-05
"1796",3.6859888601735e-05
"1797",3.1709031417505e-05
"1798",5.4086431867851e-05
"1799",3.2034169513789e-05
"1800",3.669638665175e-05
"1801",5.4648517046314e-05
"1802",0.000116187279850686
"1803",3.1702617056192e-05
"1804",3.6564782287915e-05
"1805",2.64584402337e-05
"1806",2.6193199534686e-05
"1807",1.9889022480486e-05
"1808",1.6110568476605e-05
"1809",9.5063182289e-07
"1810",8.78986675393e-06
"1811",1.7191832273267e-05
"1812",6.1952824726654e-05
"1813",3.3722624110332e-05
"1814",5.3184080014499e-05
"1815",2.837625010745e-05
"1816",3.8351600188333e-05
"1817",1.8017584319117e-05
"1818",4.4979243427017e-05
"1819",4.8321732487405e-05
"1820",3.3498212149858e-05
"1821",4.149682644367e-05
"1822",4.6788922753769e-05
"1823",0.00010500325904285
"1824",7.0710514926676e-05
"1825",7.0379691512599e-05
"1826",3.9781662768719e-05
"1827",6.0500941829946e-05
"1828",4.0329205872824e-05
"1829",4.9200189870461e-05
"1830",7.7013206372437e-05
"1831",3.3855356967279e-05
"1832",5.5373717865699e-05
"1833",5.3005284457477e-05
"1834",3.4706585054373e-05
"1835",3.203237444271e-05
"1836",6.3885780527153e-05
"1837",4.9047327337829e-05
"1838",6.2974576429757e-05
"1839",3.102518759857e-05
"1840",5.7241795661086e-05
"1841",3.3509551048354e-05
"1842",2.3701422087973e-05
"1843",2.1274542166299e-05
"1844",4.7273846480465e-05
"1845",2.7762851244703e-05
"1846",2.9612860212373e-05
"1847",1.6222228756803e-05
"1848",4.94732558362e-05
"1849",4.7639087778442e-05
"1850",3.2225781350722e-05
"1851",9.860710445674e-06
"1852",1.3019050019455e-05
"1853",2.4592281861746e-05
"1854",2.7006964856026e-05
"1855",1.9808800755783e-05
"1856",1.8477364981681e-05
"1857",1.9296214805763e-05
"1858",2.595147413686e-05
"1859",3.1747806185534e-05
"1860",2.9589190015141e-05
"1861",1.3417008758506e-05
"1862",2.8859412108304e-05
"1863",3.5985127858477e-05
"1864",2.6506874009072e-05
"1865",3.6136779842748e-05
"1866",4.2278853234993e-05
"1867",3.3619483823969e-05
"1868",2.7711934487853e-05
"1869",3.354908197504e-05
"1870",0.000231749539256067
"1871",5.2670105308659e-05
"1872",4.4970727273589e-05
"1873",2.6880622539425e-05
"1874",3.6006599373171e-05
"1875",5.3523637239392e-05
"1876",2.5841042202808e-05
"1877",2.8468365243386e-05
"1878",3.1074104728164e-05
"1879",4.3980477741111e-05
"1880",5.6372123688746e-05
"1881",3.7565605741599e-05
"1882",5.1001267730263e-05
"1883",9.70888519715e-05
"1884",0.00016706310701513
"1885",9.6096266515079e-05
"1886",3.0872168049756e-05
"1887",4.0314801994295e-05
"1888",0.000100905566908581
"1889",0.000102649221724778
"1890",3.9648905151362e-05
"1891",4.38213379916e-05
"1892",5.6910647749501e-05
"1893",3.0035560339342e-05
"1894",0.000224426071128454
"1895",4.4183185212757e-05
"1896",5.1343263902389e-05
"1897",5.8005977440776e-05
"1898",7.7550679827698e-05
"1899",0.000170335756231782
"1900",0.000199264020186768
"1901",0.000126431839644635
"1902",6.1818404344639e-05
"1903",0.000131366758784267
"1904",0.000375580401922785
"1905",0.000160383974593486
"1906",9.8067145924961e-05
"1907",9.4114505944935e-05
"1908",0.000294907773235588
"1909",0.000295940979596215
"1910",9.6628614907302e-05
"1911",6.1646462205932e-05
"1912",0.000143016997094634
"1913",0.000406699027420443
"1914",0.00301862046689624
"1915",0.00106198614172176
"1916",0.000338443524985679
"1917",0.000300725509696009
"1918",0.000344967373618364
"1919",0.000214908671561934
"1920",0.000149275513732842
"1921",0.000301771543513745
"1922",0.000252909579212804
"1923",7.2486559369148e-05
"1924",0.00011258323785226
"1925",0.000489101135850324
"1926",0.000104338632267525
"1927",8.9976548131764e-05
"1928",9.7898111119048e-05
"1929",0.000240229482028973
"1930",0.000245620440533754
"1931",7.8688697345215e-05
"1932",0.000128502934631301
"1933",0.00010850203880977
"1934",4.0944541501108e-05
"1935",5.5073054260281e-05
"1936",0.000114429857637921
"1937",0.00063582208380646
"1938",0.00015942494257831
"1939",0.000109357388739227
"1940",0.00013022114103703
"1941",7.4953868794647e-05
"1942",8.3340464320475e-05
"1943",0.000134364864685825
"1944",6.7971357362356e-05
"1945",7.8645557121363e-05
"1946",4.1070447989837e-05
"1947",0.00056362821473702
"1948",0.000314383698282073
"1949",0.000370267904765235
"1950",0.000263808197345634
"1951",0.000164590033476337
"1952",8.6911375632252e-05
"1953",6.522426435652e-05
"1954",0.000126685971810972
"1955",6.3178929318813e-05
"1956",7.997431589834e-05
"1957",5.5622894251277e-05
"1958",0.000797514626616114
"1959",0.000154901761801271
"1960",0.000142123734006899
"1961",5.0957272070792e-05
"1962",6.0657776754831e-05
"1963",8.9457718465244e-05
"1964",0.000236886889219732
"1965",0.000235563963183926
"1966",5.6873483509891e-05
"1967",0.000521414911616172
"1968",0.000732576820399369
"1969",0.000152491038960877
"1970",0.000687562121108375
"1971",0.0115525512255305
"1972",0.0079941567090523
"1973",0.00341805015543634
"1974",0.00423605599197701
"1975",0.00230049070172985
"1976",0.00250026718276163
"1977",0.000626531348298856
"1978",0.000773943270996966
"1979",0.000319942016696888
"1980",0.000417048926130901
"1981",0.000169648670663354
